Income,Kidhome,Teenhome,JoinDateEpochTime,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,AcceptedCmp6,Responsiveness,LivesWithPartner,Age,TotalSpent,TotalPurchases,AverageSpent,EducationEncoded
41124.0,1,0,1351641600,41,281,7,84,15,0,119,7,7,3,4,8,0,0,0,0,0,0,0,0.0,1,37,506,14,36.142857142857146,1.0
38961.0,1,0,1388361600,60,19,7,19,0,1,24,1,2,1,2,7,0,0,0,0,0,0,0,0.0,1,41,70,5,14.0,2.0
37760.0,1,0,1376179200,54,26,3,13,2,10,0,1,2,0,3,6,0,0,0,0,0,0,0,0.0,0,42,54,5,10.8,2.0
32233.0,1,0,1345334400,26,138,15,35,25,11,72,2,6,2,2,9,1,0,0,0,0,0,1,0.2,0,40,296,10,29.6,1.0
43057.0,0,1,1383091200,30,213,2,44,0,2,5,4,4,2,5,5,0,0,0,0,0,0,0,0.0,1,39,266,11,24.181818181818183,1.0
83151.0,0,0,1349827200,93,407,28,100,120,74,18,1,5,9,4,3,0,0,0,0,0,0,0,0.0,1,54,747,18,41.5,2.0
78825.0,0,0,1347580800,35,483,74,114,169,37,18,1,5,10,13,3,0,0,0,0,0,0,1,0.0,0,50,895,28,31.964285714285715,3.0
65104.0,0,1,1384387200,4,738,0,232,13,20,50,2,3,5,7,7,0,0,0,0,0,0,0,0.0,1,38,1053,15,70.2,2.0
60093.0,0,1,1372204800,92,502,12,109,16,6,90,2,7,2,10,6,0,0,0,0,0,0,0,0.0,1,40,735,19,38.68421052631579,1.0
14045.0,1,0,1390694400,24,11,0,5,2,1,1,1,1,0,3,7,0,0,0,0,0,0,0,0.0,1,45,20,4,5.0,1.0
28457.0,0,0,1351382400,96,24,1,108,29,29,14,1,4,1,4,8,0,0,0,0,0,0,0,0.0,0,62,205,9,22.77777777777778,2.0
78952.0,0,1,1348444800,11,1170,19,594,99,76,134,2,2,5,12,6,0,0,0,0,0,0,0,0.0,1,56,2092,19,110.10526315789474,3.0
46310.0,1,0,1354492800,99,185,2,88,15,5,14,2,6,1,5,8,0,0,0,0,0,0,0,0.0,0,38,309,12,25.75,1.0
76005.0,0,0,1361491200,72,983,20,389,240,50,40,1,3,5,13,6,0,0,0,1,0,0,0,0.2,1,59,1722,21,82.0,1.0
58308.0,0,1,1357948800,77,691,0,69,10,0,130,4,2,6,3,8,0,0,0,0,0,0,0,0.0,0,50,900,11,81.81818181818181,2.0
55614.0,0,0,1385510400,85,504,13,131,8,0,26,1,9,4,6,7,0,1,0,0,0,0,0,0.2,0,70,682,19,35.89473684210526,3.0
59432.0,0,1,1365811200,88,317,25,265,25,19,12,3,5,3,11,5,0,0,0,0,0,0,0,0.0,0,52,663,19,34.89473684210526,2.0
55563.0,0,1,1396656000,22,29,1,9,2,0,2,1,2,0,3,3,0,0,0,0,0,0,0,0.0,0,36,43,5,8.6,1.0
78642.0,0,1,1366502400,83,1396,0,322,46,35,17,1,4,9,4,6,0,0,0,0,0,0,0,0.0,1,43,1816,17,106.82352941176471,3.0
67911.0,0,1,1400716800,63,529,0,356,63,28,0,3,6,7,11,3,0,0,0,0,0,0,0,0.0,1,65,976,24,40.666666666666664,3.0
65275.0,0,0,1364947200,9,388,14,218,91,14,21,1,4,3,13,2,0,0,0,0,0,0,0,0.0,1,70,746,20,37.3,1.0
27203.0,1,1,1344211200,92,13,2,21,4,0,24,2,1,1,2,8,0,0,0,0,0,0,0,0.0,1,64,64,4,16.0,1.0
48330.0,0,1,1384473600,2,28,0,4,0,0,0,1,1,0,3,5,0,0,0,0,0,0,0,0.0,1,53,32,4,8.0,2.0
24279.0,0,0,1356739200,6,16,36,21,20,62,108,1,4,1,3,8,0,0,0,0,0,0,0,0.0,1,24,263,8,32.875,0.0
64355.0,1,0,1345766400,66,1047,0,140,67,38,153,2,4,3,12,8,0,0,0,0,0,0,0,0.0,1,29,1445,19,76.05263157894737,3.0
53653.0,0,0,1352246400,29,815,10,239,28,10,108,2,10,4,12,6,0,0,0,0,0,0,0,0.0,0,61,1210,26,46.53846153846154,1.0
65665.0,0,1,1385942400,77,225,162,387,106,36,29,1,5,10,8,3,0,0,0,0,0,0,0,0.0,1,38,945,23,41.08695652173913,1.0
81217.0,0,0,1374192000,77,493,70,324,146,40,84,1,3,7,11,1,0,0,0,0,0,0,0,0.0,0,25,1157,21,55.095238095238095,1.0
34935.0,0,0,1371772800,71,34,4,66,3,10,20,1,2,1,4,7,0,0,0,0,0,0,0,0.0,1,22,137,7,19.571428571428573,1.0
61250.0,0,1,1355616000,49,382,138,65,60,26,59,6,5,2,12,5,0,0,0,0,0,0,0,0.0,0,55,730,19,38.421052631578945,1.0
39665.0,1,0,1369440000,97,127,1,56,0,1,31,3,4,2,3,7,1,0,0,0,0,0,0,0.2,1,33,216,9,24.0,3.0
60152.0,0,1,1364428800,6,325,83,300,86,58,91,1,6,4,12,3,0,0,0,0,0,0,0,0.0,0,35,943,22,42.86363636363637,1.0
48920.0,0,2,1382227200,93,238,17,68,8,10,6,3,6,2,5,7,0,1,0,0,0,0,0,0.2,1,50,347,13,26.692307692307693,1.0
89120.0,0,0,1395014400,78,1168,92,408,72,129,55,1,5,6,7,1,0,0,1,0,0,0,0,0.2,1,55,1924,18,106.88888888888889,2.0
44124.0,0,1,1368230400,62,284,0,55,0,6,52,4,6,2,5,8,0,0,0,0,0,0,0,0.0,1,68,397,13,30.53846153846154,3.0
81169.0,0,0,1365897600,47,1288,20,613,80,61,27,1,5,7,9,2,0,0,0,0,0,0,0,0.0,0,39,2089,21,99.47619047619048,2.0
36443.0,1,1,1359849600,9,65,0,46,4,3,20,4,3,1,3,8,0,0,0,0,0,0,0,0.0,1,53,138,7,19.714285714285715,1.0
26095.0,1,0,1372550400,77,11,7,9,3,1,11,1,1,0,3,7,0,0,0,0,0,0,0,0.0,0,24,42,4,10.5,1.0
71367.0,0,0,1377216000,24,227,23,389,42,21,75,1,4,5,7,2,0,0,0,0,0,0,0,0.0,1,55,777,16,48.5625,1.0
80184.0,0,0,1393632000,19,1035,134,670,25,38,0,1,6,3,10,3,0,0,1,1,0,0,0,0.4,1,70,1902,19,100.10526315789474,2.0
30630.0,1,1,1390780800,67,27,1,12,2,0,10,2,2,0,3,7,0,0,0,0,0,0,0,0.0,0,49,52,5,10.4,1.0
73454.0,0,0,1393632000,95,982,73,351,56,14,175,1,2,4,6,5,1,0,0,0,0,0,0,0.2,0,27,1651,12,137.58333333333334,2.0
42691.0,0,0,1376611200,48,179,2,64,38,17,58,1,5,1,6,5,0,0,0,0,0,0,0,0.0,1,23,358,12,29.833333333333332,1.0
70503.0,0,0,1348963200,73,1379,33,216,0,33,66,1,2,4,9,6,0,1,1,0,0,0,0,0.4,1,61,1727,15,115.13333333333334,1.0
25545.0,1,0,1347062400,35,32,1,64,16,12,85,3,2,2,3,6,0,0,0,0,0,0,1,0.0,1,27,210,7,30.0,1.0
32880.0,1,0,1354579200,76,8,4,15,7,6,2,1,1,0,3,8,0,0,0,0,0,0,0,0.0,1,28,42,4,10.5,1.0
77863.0,0,0,1385510400,20,881,38,319,16,25,12,1,4,5,10,2,0,0,0,0,0,0,0,0.0,1,56,1291,19,67.94736842105263,3.0
50353.0,0,0,1402185600,72,141,15,153,67,31,35,1,4,4,6,3,0,0,0,0,0,0,0,0.0,1,37,442,14,31.571428571428573,2.0
61839.0,0,0,1344729600,20,1000,155,379,224,17,120,1,4,8,4,8,0,0,0,0,0,0,0,0.0,0,50,1895,16,118.4375,1.0
49154.0,1,1,1383436800,69,206,10,67,30,27,71,6,4,1,8,6,0,0,0,0,0,0,0,0.0,1,54,411,13,31.615384615384617,3.0
47682.0,0,1,1360886400,80,162,61,83,97,57,61,4,4,3,8,5,0,0,0,0,0,0,0,0.0,0,39,521,15,34.733333333333334,2.0
72679.0,0,1,1379462400,65,619,54,260,127,54,54,1,4,7,5,1,0,0,0,0,0,0,0,0.0,0,45,1168,16,73.0,1.0
57954.0,1,1,1403049600,52,456,4,24,0,0,9,7,8,2,6,7,0,1,0,0,0,0,0,0.2,1,37,493,16,30.8125,2.0
65316.0,1,1,1366761600,65,112,6,92,3,9,38,2,3,2,5,4,0,0,0,0,0,0,0,0.0,1,52,260,10,26.0,1.0
28567.0,1,0,1371427200,57,11,3,22,2,2,6,2,2,0,3,6,0,0,0,0,0,0,0,0.0,0,32,46,5,9.2,1.0
47352.0,0,1,1365638400,70,172,12,112,8,0,15,4,6,1,5,7,0,0,0,0,0,0,0,0.0,1,63,319,12,26.583333333333332,2.0
44931.0,0,1,1390003200,0,78,0,11,0,0,7,1,2,1,3,5,0,0,0,0,0,0,0,0.0,1,47,96,6,16.0,1.0
76982.0,0,0,1392422400,19,464,151,292,65,60,30,1,8,3,4,4,0,0,1,0,0,0,1,0.2,0,47,1062,15,70.8,1.0
57247.0,0,1,1375920000,50,99,4,32,37,54,6,2,2,1,7,2,0,0,0,0,0,0,0,0.0,1,62,232,10,23.2,2.0
22944.0,1,0,1387756800,67,19,3,19,4,5,26,3,3,0,3,7,0,0,0,0,0,0,0,0.0,0,33,76,6,12.666666666666666,2.0
25315.0,1,0,1383782400,46,1,9,8,11,3,22,3,3,0,3,8,0,0,0,0,0,0,0,0.0,1,37,54,6,9.0,2.0
43638.0,0,1,1344211200,37,63,10,83,7,19,19,2,4,1,4,7,0,0,0,0,0,0,0,0.0,0,45,201,9,22.333333333333332,1.0
42710.0,1,0,1354060800,38,252,3,42,4,3,102,2,4,5,3,6,0,0,0,0,0,0,0,0.0,0,30,406,12,33.833333333333336,3.0
84169.0,0,0,1375833600,9,1478,19,403,0,19,0,1,7,6,6,3,0,1,1,0,0,0,1,0.4,1,32,1919,19,101.0,3.0
54058.0,0,1,1370304000,56,198,18,252,32,108,54,2,4,6,8,3,0,0,0,0,0,0,0,0.0,1,38,662,18,36.77777777777778,1.0
24683.0,1,0,1394236800,98,8,4,10,6,7,6,2,2,0,4,5,0,0,0,0,0,0,0,0.0,1,24,41,6,6.833333333333333,2.0
85620.0,0,0,1389052800,68,416,46,925,60,107,46,1,3,6,4,1,0,0,0,0,0,0,1,0.0,0,50,1600,13,123.07692307692308,1.0
47850.0,1,0,1386028800,72,42,7,43,20,12,10,1,3,0,4,6,0,0,0,0,0,0,0,0.0,1,34,134,7,19.142857142857142,1.0
19514.0,1,1,1390694400,47,14,3,21,2,1,28,4,3,1,2,8,1,0,0,0,0,0,1,0.2,1,46,69,6,11.5,1.0
27159.0,1,1,1396051200,33,17,0,3,0,0,1,2,1,0,3,6,0,0,0,0,0,0,0,0.0,1,41,21,4,5.25,2.0
39548.0,1,1,1396224000,87,15,4,10,3,4,18,2,1,1,3,3,0,0,0,0,0,0,0,0.0,0,51,54,5,10.8,2.0
21474.0,1,0,1396915200,0,6,16,24,11,0,34,2,3,1,2,7,1,0,0,0,0,0,1,0.2,0,25,91,6,15.166666666666666,1.0
60504.0,0,1,1391731200,73,458,0,24,6,4,34,2,6,2,8,6,0,0,0,0,0,0,0,0.0,0,43,526,16,32.875,3.0
22419.0,0,0,1366243200,74,30,3,47,19,21,42,1,3,2,2,8,0,0,0,0,0,0,0,0.0,1,51,162,7,23.142857142857142,1.0
81698.0,0,0,1383696000,4,179,28,520,111,123,47,1,3,8,13,1,0,0,0,0,0,0,1,0.0,1,65,1008,24,42.0,2.0
43462.0,1,1,1347408000,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,0.0,1,62,240,10,24.0,1.0
54880.0,1,0,1362096000,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,0.0,0,36,795,19,41.8421052631579,3.0
79908.0,0,0,1365120000,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,0.2,1,32,1772,18,98.44444444444444,1.0
15315.0,0,0,1375488000,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,0.0,1,44,64,6,10.666666666666666,2.0
87771.0,0,1,1369180800,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,0.8,1,55,1957,19,103.0,1.0
33039.0,1,0,1378684800,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,0.0,1,36,78,6,13.0,1.0
81741.0,0,0,1371340800,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,0.0,0,34,1572,19,82.73684210526316,1.0
71499.0,0,1,1372118400,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,0.0,1,43,795,24,33.125,2.0
62466.0,0,1,1389744000,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,0.0,1,44,889,21,42.333333333333336,2.0
48799.0,0,1,1383609600,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,0.0,0,51,331,12,27.583333333333332,3.0
52157.0,0,1,1402099200,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,0.0,1,64,265,10,26.5,3.0
66565.0,0,1,1354665600,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,0.0,0,52,1065,15,71.0,1.0
29298.0,1,1,1378512000,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,0.0,1,63,11,3,3.6666666666666665,2.0
47691.0,0,1,1372982400,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,0.0,0,35,21,3,7.0,1.0
38200.0,1,1,1354838400,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,0.0,1,44,17,3,5.666666666666667,1.0
44989.0,0,1,1347408000,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,0.0,1,40,369,11,33.54545454545455,1.0
38443.0,1,1,1390780800,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,0.0,1,46,38,4,9.5,3.0
38593.0,1,0,1379030400,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,0.0,0,36,177,8,22.125,2.0
64413.0,0,1,1375315200,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,0.0,1,44,279,11,25.363636363636363,3.0
36959.0,1,0,1380672000,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,0.0,1,33,62,5,12.4,2.0
61996.0,0,1,1359590400,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,0.6,1,37,1230,18,68.33333333333333,3.0
51287.0,1,1,1396310400,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,0.0,1,46,182,8,22.75,1.0
13260.0,1,1,1377216000,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,0.0,1,44,49,6,8.166666666666666,1.0
47472.0,1,1,1379289600,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,0.0,1,48,75,6,12.5,3.0
54603.0,1,1,1373328000,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,0.0,1,58,227,10,22.7,2.0
45207.0,1,1,1352505600,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,0.2,1,40,215,10,21.5,3.0
47821.0,1,1,1382227200,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,0.0,1,47,47,4,11.75,2.0
27450.0,0,0,1365984000,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,0.0,1,63,143,6,23.833333333333332,2.0
39453.0,1,0,1396483200,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,0.0,1,31,55,5,11.0,1.0
26850.0,1,1,1397779200,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,0.0,1,43,63,7,9.0,2.0
79800.0,0,0,1348358400,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,0.6,0,59,1867,21,88.9047619047619,1.0
61794.0,0,1,1379116800,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,0.0,1,53,611,18,33.94444444444444,2.0
53863.0,0,1,1400284800,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,0.2,1,59,473,15,31.533333333333335,1.0
24221.0,0,0,1376956800,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,0.0,1,55,55,5,11.0,1.0
39684.0,1,0,1350000000,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,0.0,0,30,81,5,16.2,3.0
92163.0,0,0,1355270400,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,0.4,1,39,2086,21,99.33333333333333,2.0
69882.0,0,0,1384041600,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,0.0,0,49,1478,19,77.78947368421052,2.0
33178.0,1,0,1391040000,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,0.0,1,37,49,4,12.25,1.0
59973.0,0,0,1378857600,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,0.0,1,42,382,14,27.285714285714285,3.0
17459.0,1,0,1379548800,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,0.0,1,39,69,6,11.5,2.0
23910.0,1,0,1351209600,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,0.0,0,45,67,5,13.4,1.0
42169.0,1,1,1382140800,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,0.0,1,45,30,4,7.5,2.0
26224.0,1,0,1370304000,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,0.0,1,36,63,6,10.5,2.0
31089.0,1,0,1345161600,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,0.0,1,33,79,7,11.285714285714286,1.0
30081.0,0,1,1361404800,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,0.0,0,53,42,4,10.5,1.0
62807.0,0,1,1346371200,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,0.0,1,54,819,20,40.95,1.0
72906.0,0,0,1379376000,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,0.0,0,59,1151,16,71.9375,1.0
61467.0,0,2,1355011200,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,0.0,1,66,594,17,34.94117647058823,3.0
49618.0,1,1,1359158400,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,0.0,1,48,129,7,18.428571428571427,2.0
21888.0,1,0,1356739200,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,0.0,0,28,213,8,26.625,2.0
26150.0,2,1,1362960000,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,0.0,0,58,28,4,7.0,1.0
30801.0,0,1,1351209600,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,0.0,1,39,45,4,11.25,0.0
81168.0,0,0,1399420800,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,0.2,1,49,1193,17,70.17647058823529,1.0
26877.0,0,0,1376870400,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,0.0,0,45,268,10,26.8,2.0
45006.0,0,0,1374105600,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,0.0,0,70,266,11,24.181818181818183,2.0
18978.0,1,0,1355184000,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,0.0,1,41,37,4,9.25,0.0
48240.0,0,0,1352419200,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,0.0,0,45,882,22,40.09090909090909,3.0
45837.0,1,1,1374796800,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,0.0,1,40,373,13,28.692307692307693,1.0
35791.0,2,1,1367798400,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,0.0,0,49,35,4,8.75,2.0
162397.0,1,1,1370217600,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0.0,1,38,107,1,107.0,3.0
54162.0,1,1,1363564800,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,0.0,0,36,42,4,10.5,1.0
30522.0,0,1,1345161600,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,0.0,1,54,326,12,27.166666666666668,2.0
54456.0,0,1,1373500800,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,0.0,1,53,404,14,28.857142857142858,3.0
31632.0,0,0,1373760000,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,0.0,0,43,95,5,19.0,1.0
72298.0,0,0,1394409600,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,0.4,0,65,939,13,72.23076923076923,1.0
36975.0,1,0,1388188800,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,0.0,0,36,33,4,8.25,2.0
72635.0,0,0,1370217600,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,0.2,1,59,981,20,49.05,2.0
13624.0,1,0,1358640000,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,0.0,1,38,36,5,7.2,1.0
84196.0,0,1,1370217600,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,0.0,0,39,1237,19,65.10526315789474,1.0
70971.0,0,1,1348185600,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,0.0,1,54,1825,27,67.5925925925926,1.0
34487.0,1,1,1346889600,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,0.0,0,37,103,6,17.166666666666668,3.0
28769.0,1,0,1355788800,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,0.0,0,37,191,9,21.22222222222222,1.0
69084.0,1,0,1384819200,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,0.0,1,44,1586,23,68.95652173913044,3.0
65488.0,0,0,1402617600,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,0.0,1,56,963,13,74.07692307692308,3.0
32218.0,0,0,1392422400,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,0.2,0,54,93,6,15.5,2.0
83917.0,0,0,1366243200,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,0.0,0,41,1587,20,79.35,1.0
46102.0,2,1,1394409600,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,0.0,0,52,16,3,5.333333333333333,1.0
84574.0,0,0,1370304000,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,0.0,0,62,1375,31,44.354838709677416,1.0
56181.0,0,1,1357603200,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,0.0,1,52,393,13,30.23076923076923,1.0
63120.0,0,1,1348790400,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,0.0,0,64,1477,21,70.33333333333333,2.0
73691.0,0,1,1383696000,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,0.2,1,43,1179,16,73.6875,1.0
76140.0,0,0,1399939200,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,0.0,1,66,1348,20,67.4,3.0
62859.0,0,1,1356825600,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,0.0,0,55,1307,19,68.78947368421052,3.0
45906.0,0,1,1367884800,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,0.2,0,50,486,13,37.38461538461539,1.0
77632.0,0,0,1362873600,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,0.4,1,67,2252,12,187.66666666666666,2.0
46463.0,1,1,1376784000,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,0.0,1,43,235,10,23.5,3.0
105471.0,0,0,1358726400,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,0.4,1,44,1724,30,57.46666666666667,1.0
55282.0,1,0,1386892800,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,0.0,0,44,235,10,23.5,2.0
78710.0,0,1,1400803200,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,0.0,1,37,1092,25,43.68,2.0
66886.0,0,1,1379289600,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,0.0,1,56,599,15,39.93333333333333,1.0
98777.0,0,0,1392595200,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,0.2,0,54,2008,19,105.6842105263158,2.0
29103.0,1,0,1346025600,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,0.0,1,29,48,4,12.0,1.0
67445.0,0,1,1344729600,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,0.0,1,40,1174,27,43.48148148148148,1.0
50616.0,0,1,1397347200,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,0.0,1,64,67,6,11.166666666666666,3.0
49431.0,0,1,1343952000,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,0.0,0,59,365,13,28.076923076923077,1.0
61278.0,0,1,1388793600,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,0.0,1,61,165,8,20.625,1.0
73059.0,0,1,1377907200,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,0.0,1,67,1095,25,43.8,3.0
46734.0,1,2,1382313600,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,0.2,0,48,223,8,27.875,3.0
56253.0,0,1,1354838400,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,0.0,1,51,597,18,33.166666666666664,1.0
58330.0,0,1,1387929600,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,0.0,0,39,1064,23,46.26086956521739,1.0
25965.0,0,0,1346976000,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,0.0,1,34,74,5,14.8,0.0
14661.0,0,0,1356998400,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,0.0,1,58,26,4,6.5,2.0
18690.0,0,0,1356652800,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,0.0,1,55,60,4,15.0,1.0
45068.0,0,1,1368662400,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,0.0,1,40,20,3,6.666666666666667,3.0
21063.0,1,0,1380067200,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,0.0,0,27,59,5,11.8,0.0
29187.0,1,0,1368057600,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,0.0,1,46,34,4,8.5,3.0
54690.0,1,1,1383782400,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,0.0,1,43,198,9,22.0,2.0
59304.0,0,1,1375056000,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,0.0,1,50,1048,25,41.92,3.0
59247.0,0,2,1383868800,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,0.0,0,52,574,16,35.875,2.0
